V1;CORRELA_16;CORRE_9;IDOJ1;IDAIO;CIMREP;BRUTA;CONSUI;GAS;EMPAQUE;HONORA;COMISION;ARRIENDO;SEGURO;ASEO;ENERGIA;COMUNICA;PUBLICO;FLETES;PUBLICI;ADECUA;REGALA;OUTSOURCING;OTROS;SUELDOS;PRESTAC;VENTA;AGREGA;PERREMUN;SOCIOS;PERSONOM;DIRECTO;AGENCIA;APRENDIZ;TOTPERSO;PROMUJ;PROHOM;PERMUJ;PERHOM;DIRMUJ;DIRHOM;AGEMUJ;AGEHOM;APRENMUJ;APRENHOM;TOTMUJ;TOTHOM;SUEPLAN;PREPLAN;REMPLAN;COTIZA;GASAGEN;REMTEMP;TOTREM;INVINI;INVFIN;ROTACION;INVPRO;CTO;CTOINS;GASTOS;GASTOSNOP;GASTOPNOP
1891278;4759-4761;476 - 477;14;1991;0;691372;267248,5;0;0;14000;0;180684;6474;17297;18099;1498;2095;16800;5000;3500;0;0;1801,5;175790;70252;1531972;424123,5;7;1;0;7;0;0;8;1;0;0;0;2;5;0;0;0;0;3;5;0;30259;0;36050,6;0;175790;211840,6;3623306;3680400;840600;3651853;840600;840600;1119121;62623;1439597
1223588;4759-4761;476 - 477;14;1998;0;754468;407709;0;0;12894;0;84543;0;0;23647;3991;6577;0;0;0;0;109449;0;172778;59219;1057994;346759;8;0;8;0;4;0;12;0;0;5;3;0;0;2;2;0;0;7;5;172778;33093;205871;22612,56;166608;0;228483,56;591346;529044;303526;560195;303526;303526;556586;0;955191
1228955;4759-4761;476 - 477;14;2019;0;317227;149210;0;0;45674;32623;41127;0;2087;4435;3272;1112;0;17768;1112;0;0;0;92245;35379;409950;168017;5;0;5;0;0;0;5;0;0;4;1;0;0;0;0;0;0;4;1;92245;20140;112385;13173,16;0;0;125558,16;100;0;92723;50;92723;92723;252334;0;379958
1569145;4759-4761;476 - 477;14;2011;0;128465;51244,5;0;0;0;0;26400;0;0;2058;1803;1000;19054;0;0;0;0;929,5;17967;9103;385975;77220,5;2;1;0;2;0;0;3;0;1;0;0;1;1;0;0;0;0;1;2;0;3954;0;4740,76;0;17967;22707,76;176934;215681;257510;196307,5;257510;257510;313109;3219;345263
1227163;4759-4761;476 - 477;14;2006;0;130001;19852,5;0;0;4307;0;7129;0;0;2348;5159;802;0;0;0;0;0;107,5;55680;21187;180401;110148,5;4;0;4;0;0;0;4;0;0;2;2;0;0;0;0;0;0;2;2;55680;12002;67682;7939,56;0;0;75621,56;663;22464;50400;11563,5;50400;50400;71217;1200;156000
1007963;4759-4761;476 - 477;14;1988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1220223;4759-4761;476 - 477;14;1972;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1226136;4759-4761;476 - 477;14;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1229529;4759-4761;476 - 477;14;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1224738;4759-4761;476 - 477;99;2003;0;3003273;671674;927;7491;28521;0;379769;36646;14445;39048;19328;3869;4088;4360;67200;0;0;65982;718652;295598;11271950;2331599;25;0;25;0;0;0;25;0;0;16;9;0;0;0;0;0;0;16;9;718652;132449;851101;137357,64;0;0;988458,64;7328889;7113247;8268677;7221068;8268677;8268677;9012988;692245;10755620
1219889;4771-4751;476 - 477;2;1974;0;52773448;1914734,5;0;158973;48816;0;0;89914;44372;780303;59125;119642;304418;3076;62843;0;0;243252,5;32975108;11707157;245534451,2;50858713,5;1194;2;1149;45;0;31;1227;1;1;850;299;38;7;0;0;16;15;905;322;31503216;6432579;37715454;4534073,76;0;1035887;43285414,76;51172703;20231388;192761657;35702045,5;192761657;192761657;200082083;2041371;248264040
988969;4771-4751;476 - 477;2;1986;0;775769;131375,5;0;0;0;0;0;0;0;44850;9863;1809;3672;0;12500;0;0;58681,5;207778;71036;1798740,831;644393,5;14;0;14;0;0;0;14;0;0;11;3;0;0;0;0;0;0;11;3;207778;37783;245561;28740,52;0;0;274301,52;1779399;1356162;1022318;1567780,5;1022318;1022318;1221566;358549;1872047
1219971;4771-4751;476 - 477;3;1981;0;1102224;558405;0;4540;35272;22210;199429;10957;805;80000;87608;1800;14949;14474;580;0;0;85781;69607;27257;3979290;543819;12;0;0;12;0;0;12;0;0;0;0;8;4;0;0;0;0;8;4;0;12598;0;11151,72;0;69607;80758,72;2030452;3151726;2877066;2591089;2877066;2877066;3549459;41967;3696690
1225747;4771-4751;476 - 477;3;2001;0;255473;88482;0;3252;10378;0;25886;4453;2189;26273;5476;2318;1425;0;3799;0;0;3033;118726;47967;1026232;166991;8;0;8;0;0;0;8;0;0;8;0;0;0;0;0;0;0;8;0;118726;28855;147581;16321,52;0;0;163902,52;290152;533224;770759;411688;770759;770759;868684;11796;1060540
1229615;4771-4751;476 - 477;4;2005;0;21592430;10785872;1;0;82802;176797;4907421;26600;3930778;60355;12561;494;426816;17030;667764;21800;0;397415;3341268;1126308;43080341,39;10806558;52;0;45;7;0;2;54;0;0;24;21;3;4;0;0;1;1;28;26;3160949;583001;3717205;464533,48;0;155319;4337057,48;16337206;22244449;21489392;19290827,5;21489392;21489392;32616169;4513406;41604185
1007756;4771-4751;476 - 477;4;1990;0;4801701;2976135,5;0;3087;8063;0;1777764;20172;6374;271353;46087;1109;11005;55410;68581;0;0;140319,5;493376;113835;15219964;1825565,5;12;0;0;12;16;0;28;0;0;0;0;10;2;14;2;0;0;24;4;0;47091;0;57505,12;566811;493376;550881,12;0;0;0;0;10418263;10418263;13145878;160739;14511166
990560;4771-4751;476 - 477;4;2005;0;3149895;1064094,5;0;46742;22100;0;399774;17131;1934;189425;16328;2886;1098;187328;141626;0;0;37722,5;968719;409868;12811475;2085800,5;60;0;32;28;0;3;63;0;0;22;10;12;16;0;0;2;1;36;27;500736;239858;628573;147889,44;0;438751;1215213,44;631380;576372;9661580;603876;9661580;9661580;10861569;201268;12561024
994105;4771-4751;476 - 477;4;2009;0;1594000;485329;0;17245;7700;0;231314;6422;1000;84871;7307;1454;1887;46228;50561;0;0;29340;481814;190473;5402503;1108671;29;0;10;19;0;1;30;0;0;5;5;14;5;0;0;1;0;20;10;158300;111555;196481;68301,52;0;314002;578784,52;942985;1091120;3808503;1017052,5;3808503;3808503;4351820;43120;5132875
1229518;4771-4751;476 - 477;4;2005;398250;1865869;421140,3333;15533,33333;6688;21758;29893,33333;174818,6667;6234;21887;34870,66667;8543,333333;11271;18314,33333;1886;43529,66667;0;1333,333333;24579,66667;892123;342658,3333;4845653;1444728,667;40,66666667;0;26,33333333;14,33333333;0;0,333333333;41;0;0;17,66666667;8,666666667;13,33333333;1;0;0;0,333333333;0;31,33333333;9,666666667;666713;187240,3333;812209;134805,3333;0;220667,6667;1167682;2621789;2709722,667;2581534,173;2665755,833;2581534;2979784;3477650,333;89469,66667;4947313,667
1567997;4771-4751;476 - 477;4;1972;398250;1865869;421140,3333;15533,33333;6688;21758;29893,33333;174818,6667;6234;21887;34870,66667;8543,333333;11271;18314,33333;1886;43529,66667;0;1333,333333;24579,66667;892123;342658,3333;4845653;1444728,667;40,66666667;0;26,33333333;14,33333333;0;0,333333333;41;0;0;17,66666667;8,666666667;13,33333333;1;0;0;0,333333333;0;31,33333333;9,666666667;666713;187240,3333;812209;134805,3333;0;220667,6667;1167682;2621789;2709722,667;2581534,173;2665755,833;2581534;2979784;3477650,333;89469,66667;4947313,667
1568850;4771-4751;476 - 477;4;2004;398250;1865869;421140,3333;15533,33333;6688;21758;29893,33333;174818,6667;6234;21887;34870,66667;8543,333333;11271;18314,33333;1886;43529,66667;0;1333,333333;24579,66667;892123;342658,3333;4845653;1444728,667;40,66666667;0;26,33333333;14,33333333;0;0,333333333;41;0;0;17,66666667;8,666666667;13,33333333;1;0;0;0,333333333;0;31,33333333;9,666666667;666713;187240,3333;812209;134805,3333;0;220667,6667;1167682;2621789;2709722,667;2581534,173;2665755,833;2581534;2979784;3477650,333;89469,66667;4947313,667
990549;4771-4751;476 - 477;4;2002;0;858855;276680;0;0;0;0;105672;3070;840;42521;14909;993;1757;4100;95101;245;996;6476;279262;129623;2700823;582175;22;0;0;22;0;2;24;0;0;0;0;13;9;0;0;1;1;14;10;0;79253;0;42276,32;0;267981;310257,32;607323;653923;1841968;630623;1841968;1841968;2137968;0;2582316
994137;4771-4751;476 - 477;4;2006;0;275771;93940,5;0;3126;10800;0;58743;7117;0;4396;5489;2348;984;0;0;0;0;937,5;80557;29366;1451426;181830,5;5;0;5;0;0;0;5;0;0;3;2;0;0;0;0;0;0;3;2;80557;15127;95684;12434,68;0;0;108118,68;584863;467891;1175655;526377;1175655;1175655;1279100;64892;1459899
1661149;4771-4751;476 - 477;4;2006;0;575593;197855,5;0;0;2000;2140;78461;1414;3441;12012;8763;1822;57654;644;17891;0;5206;6407,5;209402;87760;1383884;377737,5;12;3;12;0;0;1;16;1;2;4;8;0;0;0;0;1;0;6;10;199446;51550;250996;31273,04;0;0;282269,04;1814190;2167438;808291;1990814;808291;808291;1030389;115323;1463237
991724;4771-4751;476 - 477;4;1984;0;604252;86454,5;0;1231;57779;0;593;1980;3462;7948;5307;709;790;957;2551;0;0;3147,5;201893;71929;1154165;517797,5;8;0;8;0;0;0;8;0;0;7;1;0;0;0;0;0;0;7;1;201893;43514;245407;24137,16;0;0;269544,16;892710;633168;549913;762939;549913;549913;683119;230040;1196598
1228096;4771-4751;476 - 477;4;2004;0;438504;163539,5;0;0;0;0;86676;0;56263;8128;2980;762;0;0;1628;0;0;7102,5;108261;44050;1145129,613;274964,5;6;1;5;1;0;0;7;0;1;5;0;1;0;0;0;0;0;6;1;94341;23818;115096;17751,76;0;13920;146767,76;228400;271632;705145;250016;705145;705145;885314;21362;1067995
1222371;4771-4751;476 - 477;4;1993;0;538820;52781,5;0;0;0;0;39926;0;79;2887;1040;665;113;240;3709;0;0;4122,5;19248;7861;999636;486038,5;1;1;1;0;0;0;2;0;1;1;0;0;0;0;0;0;0;1;1;19248;4715;23963;2677,28;0;0;26640,28;1732340;1553347;460816;1642843,5;460816;460816;520782;0;549114
1228458;4771-4751;476 - 477;4;2008;0;244936;38795;0;0;0;0;10676;4301;1087;17505;1894;2009;1129;0;0;0;0;194;98358;40592;981423;206141;7;3;7;0;0;0;10;1;2;5;2;0;0;0;0;0;0;6;4;98358;23867;122225;14608,2;0;0;136833,2;33371;3371;736487;18371;736487;736487;790346;27;938795
992860;4771-4751;476 - 477;4;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1891212;4771-4751;476 - 477;4;1986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1660839;4771-4751;476 - 477;5;2006;0;50561268;19505679,5;1536;386833;1144174;19646;8191564;197749;234721;3473434;738418;95033;675697;1486769;1820648;455160;0;584297,5;14229065;5717186;142191001;31055588,5;617;0;0;617;0;17;634;0;0;0;0;415;202;0;0;11;6;426;208;0;3313880;0;2074652,08;0;14039636;16114288,08;14825036;13922055;91629733;14373545,5;91629733;91629733;113378886;3501018;139223861
988684;4771-4751;476 - 477;5;1992;0;36384250;9778778,5;0;851854;238368;0;2929896;212912;645463;2234501;103761;107372;90301;738904;718900;0;0;317876,5;5426569;1881801;90196407;26605471,5;235;0;235;0;23;10;268;0;0;108;127;0;0;10;13;7;3;125;143;5280753;984332;6265085;766758,84;588670;0;7031843,84;12659149;13857913;53812157;13258531;53812157;53812157;65081962;2662846;76115567
1229108;4771-4751;476 - 477;5;2007;0;32094682;17664443,5;216;1054617;1032886;5054204;2509524;13235;869128;448301;121458;5560;306737;168209;260697;0;0;691353,5;2107421;813859;84022342,71;14430238,5;54;0;54;0;62;1;117;0;0;40;14;0;0;44;18;1;0;85;32;2102757;440253;2543010;321271,2;2161629;0;2864281,2;38701399;41779843;52208588;40240621;52208588;52208588;66492507;7822072;79579245
1220729;4771-4751;476 - 477;5;1971;0;26106043;8210357;1502;159039;699922;11205;1977704;73804;409158;643905;214303;81056;2720;1933978;703501;0;0;1298560;10381815;4762177;75826438;17895686;500;0;446;54;0;12;512;0;0;317;129;27;27;0;0;6;6;350;162;9403337;2865965;12091749;1641004,32;0;830694;14563447,32;38907944;36907633;49720395;37907788,5;49720395;49720395;61057540;2596889;80384032
1888221;4771-4751;476 - 477;5;1948;0;36236930;15189803;0;307984;755968;55001;8558625;145000;63000;742309;97300;19400;302000;960000;680000;0;0;264050;6331221;2187279;62413819,11;21047127;239;0;36;203;96;11;346;0;0;31;5;180;23;92;4;8;3;311;35;2485339;1152902;2932914;890541;2239166;3688949;7512404;5956456;9514216;25420865;7735336;25420865;25420865;39197301;479304;50837529
1891597;4771-4751;476 - 477;5;1997;0;29596308;10763253;547;213736;1862333;608441;1789770;58281;31643;372191;124076;14992;231016;396016;727047;595982;39282;681504;4285052;1675191;47302307;18833055;121;0;121;0;0;0;121;0;0;101;20;0;0;0;0;0;0;101;20;4285052;921509;5206561;649366,88;0;0;5855927,88;6492831;11014221;17705999;8753526;17705999;17705999;26377101;2231299;34865956
1567989;4771-4751;476 - 477;5;1987;0;2651854;1063714,5;0;21798;10840;0;480679;6303;13703;78668;77581;23147;197468;3332;19679;0;0;130516,5;2361689;1085902;13857306;1588139,5;130;0;130;0;0;2;132;0;0;100;30;0;0;0;0;1;1;101;31;2344289;652194;2996483;372719,52;0;0;3369202,52;14020567;14513012;11205452;14266789,5;11205452;11205452;12542441;424092;16716044
1659206;4771-4751;476 - 477;5;1997;0;6607348;2199250;0;0;1650;0;534367;27238;521809;386181;23651;2974;0;64658;107502;0;473928;55292;961738;445230;13071284;4408098;54;0;54;0;0;2;56;0;0;9;45;0;0;0;0;1;1;10;46;934268;233628;1167896;184641,36;0;0;1352537,36;837521;1295033;6463936;1066277;6463936;6463936;8905507;239661;10659457
1227315;4771-4751;476 - 477;5;2008;0;3864543;1442617;0;89657;34248;0;332324;38505;53098;125287;43946;9667;2337;13824;20008;0;0;48427;714759;257642;13068036,88;2421926;46;1;2;44;25;2;74;1;0;2;0;38;6;23;2;2;0;66;8;43228;136141;51569;106016,44;631289;653145;810730,44;4566372;4503368;9714625;4534870;9714625;9714625;10759453;345503;12792120
1567741;4771-4751;476 - 477;5;1972;0;4574018;1345677;0;70210;108686;0;276552;21475;16959;247983;26688;9388;305002;6773;157755;0;0;98206;1285863;456827;11106630,3;3228341;39;0;39;0;0;2;41;0;0;23;16;0;0;0;0;1;1;24;17;1267612;229385;1496997;192234,8;0;0;1689231,8;875754;2104642;6496578;1490198;6496578;6496578;8074037;116756;9986726
995127;4771-4751;476 - 477;5;2008;0;907753;182121;0;10836;7320;0;27530;0;0;109641;8885;3380;6301;0;0;0;0;8228;361920;164015;5129311;725632;26;0;0;26;0;0;26;0;0;0;0;16;10;0;0;0;0;16;10;0;65962;0;89686,6;0;361920;451606,6;2021687;1561266;4221558;1791476,5;4221558;4221558;4424334;7788;5001926
1228798;4771-4751;476 - 477;5;1978;0;1666320;980209,5;561;0;51804;0;565776;50598;7873;30497;14898;8493;76789;10790;34671;0;0;127459,5;507331;197716;2534866;686110,5;31;1;23;8;0;1;33;0;1;22;1;8;0;0;0;1;0;31;2;492261;114440;605221;71564,72;0;6457;683242,72;57671;95405;868546;76538;868546;868546;2066492;2526;2802341
990203;4771-4751;476 - 477;9;2009;0;561434;144077;0;14257;14714;0;16897;0;0;50665;5353;2506;0;0;1683;0;0;38002;135118;54546;1408362;417357;10;1;1;9;0;0;11;1;0;0;1;8;1;0;0;0;0;9;2;19200;32172;23392;19341,04;0;115918;158651,04;295702;222179;846928;258940,5;846928;846928;1058289;92193;1353602
988664;4771-4751;476 - 477;11;2004;0;3836626;324004,5;0;2110;648;0;65000;38425;21907;94874;2585;2144;36095;8212;9657;0;0;42347,5;515511;190315;16802117,23;3512621,5;34;1;0;34;0;1;36;1;0;0;0;15;19;0;0;0;1;16;20;0;105565;0;73389,28;0;502712;576101,28;29235681;31093566;13073914;30164623,5;13073914;13073914;13692983;247236;14695182
1767889;4771-4751;476 - 477;11;2000;0;3082414;1639615;0;0;24740;0;68800;21551;9532;142732;6343;5436;2231;43458;77806;578;0;24427;279929;111307;11229189;1442799;13;1;0;13;39;0;53;0;1;0;0;9;4;23;16;0;0;32;21;0;64341;0;40275,68;1211981;279929;320204,68;1422850;809205;8146775;1116027,5;8146775;8146775;8706860;145030;10497519
1569073;4771-4751;476 - 477;11;1982;0;3282168;1514075;0;54761;6600;0;468024;14445;2564;435686;26608;4641;0;125914;7530;0;0;367302;178803;72239;10639615;1768093;10;1;5;5;0;1;12;1;0;4;1;2;3;0;0;1;0;8;4;86578;42480;109058;25910,12;0;85265;220233,12;0;0;0;0;7357447;7357447;9343765;0;9612685
1769354;4771-4751;476 - 477;11;2004;0;764763;50366;0;0;6115;0;0;4180;5256;12854;1002;1837;0;0;13896;0;0;5226;493580;179898;8004763;714397;33;1;33;0;0;0;34;1;0;28;5;0;0;0;0;0;0;29;5;493580;96460;590040;72412,72;0;0;662452,72;1991000;1244000;7240000;1617500;7240000;7240000;7329592;52500;8132870
1226807;4771-4751;476 - 477;11;1993;0;3111415;893558;1;0;0;0;693473;5698;2692;44710;15212;2321;0;15910;300;0;0;113241;479617;188843;7620002,734;2217857;26;0;0;26;0;1;27;0;0;0;0;24;2;0;0;1;0;25;2;0;106224;0;72027,72;0;465001;537028,72;2049032;3277546;4239951;2663289;4239951;4239951;5492026;316265;6516004
1227886;4771-4751;476 - 477;11;1977;0;3422119;251151;0;22631;19200;0;96000;25142;5947;37260;10111;2963;11524;0;0;0;0;20373;488040;230327;7333666;3170968;33;2;0;33;0;1;36;0;2;0;0;23;10;0;0;0;1;23;13;0;116918;0;102045,48;0;474120;576165,48;1515324;1693103;3911547;1604213,5;3911547;3911547;4229618;81544;5065941
995534;4771-4751;476 - 477;11;1999;0;1483605;384887;0;56131;6000;0;64070;8314;4004;189896;9742;3037;0;0;10396;0;0;33297;333076;93284;7328281;1098718;22;1;0;22;0;2;25;0;1;0;0;16;6;0;0;2;0;18;7;0;45629;0;40841,48;0;319156;359997,48;383746;381170;5844676;382458;5844676;5844676;6356433;64631;6876622
1009571;4771-4751;476 - 477;11;2007;0;1820185;359422;210;0;26000;0;174623;22714;4632;62449;33794;3991;1550;0;14217;0;0;15242;347585;166304;7072463;1460763;24;0;0;24;0;0;24;0;0;0;0;11;13;0;0;0;0;11;13;0;82916;0;75772;0;347585;423357;394544;1308243;5252278;851393,5;5252278;5252278;5750982;422717;6728907
1009402;4771-4751;476 - 477;11;2008;0;-438250;1390836;0;57489;0;0;543481;8977;4176;557343;6907;7523;19594;77362;5035;1494;0;101455;867355;371217;6700839;-1829086;57;1;0;57;0;2;60;0;1;0;0;38;19;0;0;2;0;40;20;0;211172;0;140257,96;0;855655;995912,96;3282831;307002;7139089;1794916,5;7139089;7139089;8714954;86375;10139555
1660005;4771-4751;476 - 477;11;1993;0;3780310;625976;0;0;0;0;145608;0;2620;124100;34588;13926;95200;35260;152150;0;0;22524;1470739;597201;6242862;3154334;91;0;6;85;0;4;95;0;0;5;1;65;20;0;0;4;0;74;21;93644;332721;115406;230568,08;0;1314666;1660640,08;268360;475338;2462552;371849;2462552;2462552;3442552;1290017;6812461
991189;4771-4751;476 - 477;11;1992;5200;2351364;491742;0;2250;3795;0;0;118937;3486;171080;12475;3828;59469;2440;22739;0;0;91243;283834;118806;6096800;1859622;19;1;19;0;0;1;21;1;0;4;15;0;0;0;0;0;1;5;16;273554;59931;333485;51342,44;0;0;384827,44;1894325;2164325;3740236,003;2029325;3740236;3745436;4420773;787845;5644633
988675;4771-4751;476 - 477;11;2004;0;1180416;147972;0;0;15000;0;51000;1365;8936;56258;3354;4023;0;0;8036;0;0;0;650646;224447;5902080;1032444;43;1;43;0;0;2;46;0;1;23;20;0;0;0;0;1;1;24;22;626286;120289;746575;89909,36;0;0;836484,36;5458365;5587086;4721664;5522725,5;4721664;4721664;4932887;156025;6027465
1660826;4771-4751;476 - 477;11;1988;0;630966;142698;0;3198;12500;0;0;0;22300;31250;7400;5300;8450;2100;43200;0;0;7000;343356;138813;5258047;488268;22;1;22;0;0;0;23;0;1;13;9;0;0;0;0;0;0;13;10;343356;81926;425282;50027;0;0;475309;821002;811051;4627081;816026,5;4627081;4627081;4800979;20620;5340888
1891705;4771-4751;476 - 477;11;2014;0;1751090;320944;0;1273;24200;0;200000;17083;3531;49963;12772;2173;563;0;3255;0;0;6131;374811;186449;5232761;1430146;27;0;27;0;0;0;27;0;0;13;14;0;0;0;0;0;0;13;14;374811;91336;466147;86448,12;0;0;552595,12;5192620;1910834;3481671;3551727;3481671;3481671;3847537;89061;4540481
988895;4771-4751;476 - 477;11;2006;0;1231398;347852,5;0;41167;6000;0;1;9564;3073;230843;4316;3312;0;10209;8205;0;0;31162,5;343407;128480;5047192;883545,5;20;1;0;20;0;2;23;0;1;0;0;15;5;0;0;2;0;17;6;0;74210;0;47008,48;0;329487;376495,48;450624;478064;3815794;464344;3815794;3815794;4248437;68552;4821298
1768242;4771-4751;476 - 477;11;1960;0;1114806;109861;0;6346;16279;0;0;9025;1444;33634;8128;3338;8053;12241;7268;0;0;4105;347033;121975;4645022;1004945;21;1;21;0;0;1;23;0;1;17;4;0;0;0;0;1;0;18;5;334671;58191;392862;58070,88;0;0;450932,88;584113;919820;3530216;751966,5;3530216;3530216;3664789;51241;4217043
1767710;4771-4751;476 - 477;11;1981;0;1783953;1080657,5;0;91;7200;40945;491727;16576;6970;48053;31277;10555;609;10154;10898;0;0;29526,5;344464;120796;4505520,108;703295,5;20;2;0;20;7;1;30;2;0;0;0;18;2;7;0;1;0;28;2;0;63007;0;49599,56;376076;337744;387343,56;1450502;1330200;2910658;1390351;2910658;2910658;3771665;51734;4737687
988677;4771-4751;476 - 477;11;2007;0;2178172;1235894;0;25812;0;0;641760;0;4316;473466;9687;6827;871;12000;43369;3130;0;14656;706329;239292;4401836,926;942278;49;0;0;49;0;1;50;0;0;0;0;36;13;0;0;1;0;37;13;0;123551;0;100049,24;0;699369;799418,24;8636844;9744038;2194788;9190441;2194788;2194788;3490513;52967;4569555
1661694;4771-4751;476 - 477;11;2007;0;970204;91943;0;2431;5200;0;0;14633;1188;14235;1393;334;31392;4855;12390;0;0;3892;383815;145020;4388434;878261;25;1;6;19;0;2;28;0;1;2;4;10;9;0;0;2;0;14;14;90255;88065;112351;49339,56;0;269278;430968,56;2801284;2796530;3418230;2798907;3418230;3418230;3544774;205124;4323841
1010477;4771-4751;476 - 477;11;2000;0;841663;70765;0;0;12000;0;0;0;0;53258;2013;1952;0;563;0;0;0;979;224438;83377;4208312;770898;14;0;14;0;0;0;14;0;0;9;5;0;0;0;0;0;0;9;5;224438;42139;266577;36480,24;0;0;303057,24;1908949;2879983;3366649;2394466;3366649;3366649;3467551;131085;3930279
990182;4771-4751;476 - 477;11;2006;0;754857;298124;0;0;14400;0;54650;0;2653;118017;2668;2793;654;0;32656;0;0;69633;251474;107278;4097998;456733;15;1;15;0;0;2;18;1;0;10;5;0;0;0;0;2;0;13;5;237293;63851;301144;37793,4;0;0;338937,4;635970;497000;3343141;566485;3343141;3343141;3737301;100556;4229586
995175;4771-4751;476 - 477;11;2005;0;1128921;590362;0;8100;13292;0;512792;0;0;30854;6580;7567;280;3500;6397;0;0;1000;125711;66489;3968550;538559;8;1;0;8;0;0;9;1;0;0;0;7;1;0;0;0;0;8;1;0;29404;0;30749,16;0;125711;156460,16;0;0;0;0;2839629;2839629;3444584;19845;3669968
992592;4771-4751;476 - 477;11;2007;0;862332;358089,5;0;27409;5592;74353;0;15572;22566;76729;4028;3575;10333;13305;87871;0;13152;3604,5;202663;71409;3935294;504242,5;14;0;14;0;0;1;15;0;0;10;4;0;0;0;0;1;0;11;4;195703;33806;229509;32626,84;0;0;262135,84;1695243;968536;3072962;1331889,5;3072962;3072962;3486906;283;3786570
1228427;4771-4751;476 - 477;11;1988;0;1513283;747496,5;0;18470;94960;8029;276140;2745;1200;70455;11534;1253;6380;68893;122847;883;0;63707,5;280548;99186;3930442;765786,5;14;0;10;4;0;0;14;0;0;4;6;3;1;0;0;0;0;7;7;196083;51741;232703;41143,32;0;84465;358311,32;0;0;0;0;2417159;2417159;3244630;73527;3757831
1009206;4771-4751;476 - 477;11;2001;0;751254;577314,5;0;3415;42000;0;210000;36958;0;196584;1359;4996;45652;4325;30016;0;0;2009,5;553862;185976;3756267;173939,5;37;1;37;0;0;1;39;1;0;18;19;0;0;0;0;1;0;20;19;535302;97342;632644;76617,52;0;0;709261,52;1708167;1946553;3005013;1827360;3005013;3005013;3587995;364341;4703243
1224949;4771-4751;476 - 477;11;1993;0;1747623;667246,5;155;9351;7274;0;458552;3247;6030;34917;11325;8996;19224;83867;16594;0;0;7714,5;644688;274851;3746061;1080376,5;30;2;0;30;0;2;34;1;1;0;0;24;6;0;0;2;0;27;7;0;164411;0;95950,56;0;635688;731638,56;898352;1779;1998438;450065,5;1998438;1998438;2740403;181362;3902480
1568292;4771-4751;476 - 477;11;1989;0;798627;110592,5;24;5540;11400;0;30380;11599;2706;27441;7939;4393;0;1241;1864;0;0;6065,5;305729;103524;3742017;688034,5;18;0;0;18;0;1;19;0;0;0;0;15;3;0;0;1;0;16;3;0;54297;0;42445,4;0;291809;334254,4;648098;688861;2943390;668479,5;2943390;2943390;3116454;9804;3558364
1567720;4771-4751;476 - 477;11;1993;0;710839;98770;0;13940;6370;0;28745;2664;11220;27224;3765;4842;0;0;0;0;0;0;164770;66834;3591867;612069;8;0;0;8;0;0;8;0;0;0;0;4;4;0;0;0;0;4;4;0;39648;0;23495,6;0;164770;188265,6;415555;614169;2881028;514862;2881028;2881028;3060360;58031;3368370
990706;4771-4751;476 - 477;11;1982;0;524923;154918;0;0;14060;0;882;7366;0;64226;4537;6238;0;0;57609;0;0;0;515795;167368;3426854;370005;31;0;31;0;0;3;34;0;0;15;16;0;0;0;0;3;0;18;16;471232;88332;559564;68928;0;0;628492;999210;1144504;2901931;1071857;2901931;2901931;3083695;0;3816403
995221;4771-4751;476 - 477;11;2011;0;1438374;452437;0;0;18000;0;259522;0;10773;77386;6255;5095;0;36635;31607;0;0;7164;726170;270778;3166021;985937;49;1;0;49;0;2;52;0;1;0;0;32;17;0;0;2;0;34;18;0;150364;0;104880,72;0;697012;801892,72;816784;694266;1727647;755525;1727647;1727647;2208344;62793;3319406
1769178;4771-4751;476 - 477;11;1999;0;1320983;237617;0;9478;0;0;102744;20674;1569;12745;2705;468;35030;0;44644;0;1084;6476;251151;82453;3162951;1083366;10;1;0;10;0;1;12;0;1;0;0;8;2;0;0;1;0;9;3;0;42265;0;34506,24;0;246279;280785,24;1001748;1401096;1841968;1201422;1841968;1841968;2184224;0;2535821
